numeric__age,numeric__campaign,numeric__previous,numeric__emp.var.rate,numeric__cons.price.idx,numeric__cons.conf.idx,numeric__euribor3m,numeric__nr.employed,pdays__pdays,not_previously_contacted__missingindicator_pdays,categorical__job_admin.,categorical__job_blue-collar,categorical__job_entrepreneur,categorical__job_housemaid,categorical__job_management,categorical__job_retired,categorical__job_self-employed,categorical__job_services,categorical__job_student,categorical__job_technician,categorical__job_unemployed,categorical__job_unknown,categorical__marital_divorced,categorical__marital_married,categorical__marital_single,categorical__marital_unknown,categorical__education_basic.4y,categorical__education_basic.6y,categorical__education_basic.9y,categorical__education_high.school,categorical__education_illiterate,categorical__education_professional.course,categorical__education_university.degree,categorical__education_unknown,categorical__default_no,categorical__default_unknown,categorical__default_yes,categorical__housing_no,categorical__housing_unknown,categorical__housing_yes,categorical__loan_no,categorical__loan_unknown,categorical__loan_yes,categorical__contact_cellular,categorical__contact_telephone,categorical__month_apr,categorical__month_aug,categorical__month_dec,categorical__month_jul,categorical__month_jun,categorical__month_mar,categorical__month_may,categorical__month_nov,categorical__month_oct,categorical__day_of_week_fri,categorical__day_of_week_mon,categorical__day_of_week_thu,categorical__day_of_week_tue,categorical__day_of_week_wed,categorical__poutcome_failure,categorical__poutcome_nonexistent,categorical__poutcome_success,y
0.5164353693631694,-0.5683306423371397,-0.1865601196606906,-3.7481498839284626,-1.7657935794778417,-2.168640994313784,-4.650951384679313,-3.896686018527503,-0.03825899199089098,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0.5164353693631694,-0.5683306423371397,5.008823773073692,-3.7481498839284626,-1.7657935794778417,-2.168640994313784,-4.650951384679313,-3.896686018527503,-0.03825899199089098,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0.5164353693631694,-0.5683306423371397,-0.1865601196606906,-3.7481498839284626,-1.7657935794778417,-2.168640994313784,-4.650951384679313,-3.896686018527503,-0.03825899199089098,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
-0.983205058352069,-0.5683306423371397,5.008823773073692,-3.7481498839284626,-1.7657935794778417,-2.168640994313784,-4.650951384679313,-3.896686018527503,-0.03825899199089098,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
-1.1974394051685315,-0.5683306423371397,5.008823773073692,-3.7481498839284626,-1.7657935794778417,-2.168640994313784,-4.650951384679313,-3.896686018527503,-0.03825899199089098,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0.5164353693631694,-0.5683306423371397,5.008823773073692,-3.7481498839284626,-1.7657935794778417,-2.168640994313784,-4.650951384679313,-3.896686018527503,-0.03825899199089098,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
-0.983205058352069,-0.5683306423371397,5.008823773073692,-3.7481498839284626,-1.7657935794778417,-2.168640994313784,-4.650951384679313,-3.896686018527503,-0.03825899199089098,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
-0.661853538127375,-0.5683306423371397,5.008823773073692,-3.7481498839284626,-1.7657935794778417,-2.168640994313784,-4.650951384679313,-3.896686018527503,-0.03825899199089098,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
-1.5187909253932255,-0.24699606459608714,-0.1865601196606906,-3.7481498839284626,-1.7657935794778417,-2.168640994313784,-4.650951384679313,-3.896686018527503,-0.03825899199089098,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
-0.983205058352069,-0.5683306423371397,5.008823773073692,-3.7481498839284626,-1.7657935794778417,-2.168640994313784,-4.650951384679313,-3.896686018527503,-0.03825899199089098,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
-0.661853538127375,-0.5683306423371397,5.008823773073692,-3.7481498839284626,-1.7657935794778417,-2.168640994313784,-4.650951384679313,-3.896686018527503,-0.03825899199089098,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0.19508384913847543,0.07433851314496545,-0.1865601196606906,-3.7481498839284626,-1.7657935794778417,-2.168640994313784,-4.650951384679313,-3.896686018527503,-0.03825899199089098,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0.7306697161796321,0.07433851314496545,-0.1865601196606906,-3.7481498839284626,-1.7657935794778417,-2.168640994313784,-4.650951384679313,-3.896686018527503,-0.03825899199089098,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
-0.983205058352069,-0.5683306423371397,5.008823773073692,-3.7481498839284626,-1.7657935794778417,-2.168640994313784,-4.650951384679313,-3.896686018527503,-0.03825899199089098,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
-0.1262676710862185,-0.5683306423371397,-0.1865601196606906,-3.7481498839284626,-1.7657935794778417,-2.168640994313784,-4.650951384679313,-3.896686018527503,-0.03825899199089098,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0.3022010225467068,-0.24699606459608714,5.008823773073692,-3.7481498839284626,-1.7657935794778417,-2.168640994313784,-4.658051157870042,-3.896686018527503,-0.03825899199089098,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.19508384913847543,0.39567309088601804,-0.1865601196606906,-3.7481498839284626,-1.7657935794778417,-2.168640994313784,-4.658051157870042,-3.896686018527503,-0.03825899199089098,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-0.7689707115356064,-0.24699606459608714,-0.1865601196606906,-3.7481498839284626,-1.7657935794778417,-2.168640994313784,-4.658051157870042,-3.896686018527503,-0.03825899199089098,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-0.5547363647191438,0.07433851314496545,-0.1865601196606906,-3.7481498839284626,-1.7657935794778417,-2.168640994313784,-4.658051157870042,-3.896686018527503,-0.03825899199089098,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
1.1591384098125572,-0.5683306423371397,5.008823773073692,-3.7481498839284626,-1.7657935794778417,-2.168640994313784,-4.658051157870042,-3.896686018527503,-0.03825899199089098,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.19508384913847543,-0.24699606459608714,-0.1865601196606906,-3.7481498839284626,-1.7657935794778417,-2.168640994313784,-4.658051157870042,-3.896686018527503,-0.03825899199089098,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
1.1591384098125572,-0.5683306423371397,5.008823773073692,-3.7481498839284626,-1.7657935794778417,-2.168640994313784,-4.658051157870042,-3.896686018527503,-0.03825899199089098,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
-0.34050201790268114,-0.5683306423371397,-0.1865601196606906,-3.7481498839284626,-1.7657935794778417,-2.168640994313784,-4.658051157870042,-3.896686018527503,-0.03825899199089098,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-0.2333848444944498,-0.5683306423371397,10.204207665808074,-3.7481498839284626,-1.7657935794778417,-2.168640994313784,-4.658051157870042,-3.896686018527503,-0.03825899199089098,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
-1.1974394051685315,-0.5683306423371397,-0.1865601196606906,-3.7481498839284626,-1.7657935794778417,-2.168640994313784,-4.658051157870042,-3.896686018527503,-0.03825899199089098,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-0.34050201790268114,-0.5683306423371397,-0.1865601196606906,-3.7481498839284626,-1.7657935794778417,-2.168640994313784,-4.658051157870042,-3.896686018527503,-0.03825899199089098,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.7306697161796321,-0.5683306423371397,-0.1865601196606906,-3.7481498839284626,-1.7657935794778417,-2.168640994313784,-4.658051157870042,-3.896686018527503,-0.03825899199089098,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.7306697161796321,-0.5683306423371397,5.008823773073692,-3.7481498839284626,-1.7657935794778417,-2.168640994313784,-4.658051157870042,-3.896686018527503,-0.03825899199089098,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
-0.2333848444944498,-0.5683306423371397,-0.1865601196606906,-3.7481498839284626,-1.7657935794778417,-2.168640994313784,-4.658051157870042,-3.896686018527503,-0.03825899199089098,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-0.34050201790268114,0.39567309088601804,-0.1865601196606906,-3.7481498839284626,-1.7657935794778417,-2.168640994313784,-4.658051157870042,-3.896686018527503,-0.03825899199089098,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.08796667573024412,-0.5683306423371397,-0.1865601196606906,-3.7481498839284626,-1.7657935794778417,-2.168640994313784,-4.658051157870042,-3.896686018527503,-0.03825899199089098,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-0.661853538127375,-0.24699606459608714,-0.1865601196606906,-3.7481498839284626,-1.7657935794778417,-2.168640994313784,-4.658051157870042,-3.896686018527503,-0.03825899199089098,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.19508384913847543,-0.5683306423371397,-0.1865601196606906,-3.7481498839284626,-1.7657935794778417,-2.168640994313784,-4.658051157870042,-3.896686018527503,-0.03825899199089098,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.8377868895878633,-0.5683306423371397,-0.1865601196606906,-3.7481498839284626,-1.7657935794778417,-2.168640994313784,-4.658051157870042,-3.896686018527503,-0.03825899199089098,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-0.1262676710862185,-0.5683306423371397,5.008823773073692,-3.7481498839284626,-1.7657935794778417,-2.168640994313784,-4.658051157870042,-3.896686018527503,-0.03825899199089098,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.19508384913847543,-0.5683306423371397,-0.1865601196606906,-3.7481498839284626,-1.7657935794778417,-2.168640994313784,-4.658051157870042,-3.896686018527503,-0.03825899199089098,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-0.34050201790268114,-0.24699606459608714,-0.1865601196606906,-3.7481498839284626,-1.7657935794778417,-2.168640994313784,-4.658051157870042,-3.896686018527503,-0.03825899199089098,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-2.2686111392508446,-0.5683306423371397,-0.1865601196606906,-3.7481498839284626,-1.7657935794778417,-2.168640994313784,-4.658051157870042,-3.896686018527503,-0.03825899199089098,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0.5164353693631694,-0.5683306423371397,-0.1865601196606906,-3.7481498839284626,-1.7657935794778417,-2.168640994313784,-4.658051157870042,-3.896686018527503,-0.03825899199089098,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-1.625908098801457,-0.5683306423371397,-0.1865601196606906,-3.7481498839284626,-1.7657935794778417,-2.168640994313784,-4.658051157870042,-3.896686018527503,-0.03825899199089098,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.8377868895878633,-0.5683306423371397,-0.1865601196606906,-3.7481498839284626,-1.7657935794778417,-2.168640994313784,-4.658051157870042,-3.896686018527503,-0.03825899199089098,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-0.44761919131091243,-0.24699606459608714,-0.1865601196606906,-3.7481498839284626,-1.7657935794778417,-2.168640994313784,-4.658051157870042,-3.896686018527503,-0.03825899199089098,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.08796667573024412,-0.5683306423371397,-0.1865601196606906,-3.7481498839284626,-1.7657935794778417,-2.168640994313784,-4.658051157870042,-3.896686018527503,-0.03825899199089098,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-0.5547363647191438,-0.5683306423371397,-0.1865601196606906,-3.7481498839284626,-1.7657935794778417,-2.168640994313784,-4.658051157870042,-3.896686018527503,-0.03825899199089098,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
